	t	x	n
  0.6283   0.6875 304.0000 
  0.5684   0.7910 1330.0000 
  0.7002   0.1006 507.0000 
  0.7197   0.0251 239.0000 
  0.7270   0.0461 304.0000 
  0.7590   0.0266 527.0000 
  0.7044   0.2595 971.0000 
  0.7021   0.2153 339.0000 
  0.4367   0.6481 719.0000 
  0.7014   0.0973 740.0000 
  0.7608   0.0509 393.0000 
  0.7069   0.2276 290.0000 
  0.7041   0.2637 838.0000 
  0.7268   0.3220 410.0000 
  0.7117   0.1895 496.0000 
  0.8333   0.3929  84.0000 
  0.6960   0.0400 250.0000 
  0.6898   0.0214 187.0000 
  0.6087   0.0000  23.0000 
  0.6306   0.2625 777.0000 
  0.7008   0.0000 127.0000 
  0.6964   0.0000  56.0000 
  0.7183   0.0000 213.0000 
  0.6190   0.0000  84.0000 
  0.5595   0.0000 395.0000 
  0.5993   0.0000 292.0000 
  0.7093   0.0000  86.0000 
  0.6403   0.1391 417.0000 
  0.7403   0.3377 231.0000 
  0.6395   0.0000 663.0000 
  0.7000   0.2255 550.0000 
  0.7229   0.0046 433.0000 
  0.6750   0.1167 240.0000 
  0.7347   0.0000 147.0000 
  0.7359   0.0000 231.0000 
  0.7035   0.1476 752.0000 
  0.9429   0.0000  35.0000 
  0.6906   0.6448 808.0000 
  0.7366   0.1404 634.0000 
  0.7625   0.0345 1103.0000 
  0.6673   0.0000 565.0000 
  0.7625   0.0000 379.0000 
  0.6279   0.0000  43.0000 
  0.6643   0.0528 417.0000 
  0.7445   0.0126 317.0000 
  0.7763   0.0046 219.0000 
  0.7421   0.3118 667.0000 
  0.7622   0.0000 143.0000 
  0.7548   0.0000 155.0000 
  0.7749   0.4308 1026.0000 
  0.7605   0.2071 309.0000 
  0.7500   0.0000 108.0000 
  0.7947   0.0000 151.0000 
  0.6981   0.0000 106.0000 
  0.7600   0.0600  50.0000 
  0.7282   0.0040 1008.0000 
  0.7636   0.0000 884.0000 
  0.7846   0.0000 1049.0000 
  0.7863   0.0013 744.0000 
  0.7694   0.0000 1214.0000 
  0.7825   0.0000 722.0000 
  0.7807   0.0000 1655.0000 
  0.7228   0.0091 1324.0000 
  0.7864   0.0000 660.0000 
  0.7872   0.0000 1278.0000 
  0.8130   0.0000 385.0000 
  0.5383   0.0017 600.0000 
  0.7219   0.0010 971.0000 
  0.8184   0.0000 534.0000 
  0.7645   0.0000 310.0000 
  0.7549   0.0010 1020.0000 
  0.7034   0.0000 1541.0000 
  0.7347   0.0000 539.0000 
  0.7720   0.0000 1412.0000 
  0.7673   0.0000 1478.0000 
  0.7759   0.0000 1169.0000 
  0.7512   0.0008 1222.0000 
  0.7619   0.0000 1155.0000 
  0.7457   0.0006 1616.0000 
  0.6873   0.1629 1209.0000 
  0.7437   0.0831 2021.0000 
  0.7634   0.0013 2308.0000 
  0.6680   0.1965 1964.0000 
  0.7434   0.0095 838.0000 
  0.6747   0.2909 1774.0000 
  0.7088   0.0000 285.0000 
  0.6858   0.0625 1776.0000 
  0.6814   0.3831 295.0000 
  0.6667   0.0000 354.0000 
  0.6886   0.0015 668.0000 
  0.6828   0.0867 911.0000 
  0.6695   0.9310 478.0000 
  0.7942   0.4170 554.0000 
  0.7360   0.4143 572.0000 
  0.7172   0.5468 534.0000 
  0.7734   0.1960 653.0000 
  0.7022   0.0082 366.0000 
  0.7583   0.2169 604.0000 
  0.7630   0.0107 751.0000 
  0.7707   0.3682 785.0000 
  0.6478   0.0169 829.0000 
  0.6402   0.0418 1434.0000 
  0.6210   0.0375 1306.0000 
  0.6648   0.0412 1044.0000 
  0.7188   0.1436 1024.0000 
  0.6996   0.5258 679.0000 
  0.7029   0.0708 791.0000 
  0.7454   0.1921 656.0000 
  0.6723   0.0061 653.0000 
  0.7379   0.0184 599.0000 
  0.6556   0.5926 540.0000 
  0.6981   0.3563 828.0000 
  0.6837   0.3892 686.0000 
  0.7097   0.3755 775.0000 
  0.7253   0.4767 688.0000 
  0.7541   0.3272 492.0000 
  0.7145   0.5686 802.0000 
  0.8119   0.0059 505.0000 
  0.7824   0.0057 524.0000 
  0.7373   0.0158 316.0000 
  0.6735   0.5945 291.0000 
  0.7031   0.6652 448.0000 
  0.6783   0.5897 429.0000 
  0.7645   0.0120 501.0000 
  0.7523   0.0229 436.0000 
  0.7339   0.0269 669.0000 
  0.6982   0.0161 560.0000 
  0.8097   0.4337 641.0000 
  0.7586   0.5389 642.0000 
  0.7880   0.5817 698.0000 
  0.7800   0.5787 591.0000 
  0.7055   0.7269 703.0000 
  0.7235   0.6078 510.0000 
  0.7029   0.5616 552.0000 
  0.6711   0.6091 596.0000 
  0.6964   0.7326 662.0000 
  0.6953   0.5848 407.0000 
  0.7982   0.3070 228.0000 
  0.8163   0.0847 980.0000 
  0.7605   0.2998 597.0000 
  0.7588   0.8191 199.0000 
  0.8510   0.1990 819.0000 
  0.8745   0.1544 829.0000 
  0.8946   0.1895 702.0000 
  0.8766   0.1277 924.0000 
  0.7708   0.9770 999.0000 
  0.7795   0.0778 848.0000 
  0.8562   0.0016 626.0000 
  0.7657   0.5556 414.0000 
  0.6635   0.6984 630.0000 
  0.7348   0.6567 705.0000 
  0.8548   0.9422 744.0000 
  0.7851   0.7311 833.0000 
  0.8082   0.7536 1100.0000 
  0.8142   0.7255 969.0000 
  0.8291   0.3162 1287.0000 
  0.8328   0.3373 1011.0000 
  0.7791   0.9306 1254.0000 
  0.8066   0.8922 1494.0000 
  0.8941   0.0000  85.0000 
  0.7187   0.5657 1909.0000 
  0.7081   0.4339 908.0000 
  0.7863   0.1883 1699.0000 
  0.6239   0.8653 1425.0000 
  0.6516   0.1156 1774.0000 
  0.5719   0.5187 1654.0000 
  0.6125   0.2904 1515.0000 
  0.6157   0.2608 1223.0000 
  0.6198   0.0955 2041.0000 
  0.6315   0.0879 1639.0000 
  0.6219   0.0503 1153.0000 
  0.6521   0.0554 1535.0000 
  0.7270   0.8984 630.0000 
  0.7692   0.7228 754.0000 
  0.7432   0.5550 627.0000 
  0.7723   0.7190 918.0000 
  0.7410   0.6171 363.0000 
  0.7854   0.1498 247.0000 
  0.7106   0.9479 978.0000 
  0.7776   0.1061 490.0000 
  0.7213   0.7691 628.0000 
  0.8146   0.1449 1408.0000 
  0.7055   0.6274 730.0000 
  0.8435   0.0198 607.0000 
  0.7362   0.4242 686.0000 
  0.7735   0.2136 543.0000 
  0.7055   0.6978 781.0000 
  0.8044   0.3536 823.0000 
  0.7992   0.0482 747.0000 
  0.6993   0.9831 592.0000 
  0.8111   0.3583 307.0000 
  0.7591   0.3640 577.0000 
  0.7305   0.3122 820.0000 
  0.7075   0.7689 636.0000 
  0.7120   0.4227 809.0000 
  0.7375   0.2065 339.0000 
  0.7455   0.9449 617.0000 
  0.7751   0.1499 507.0000 
  0.7158   0.9895  95.0000 
  0.7650   0.3069 919.0000 
  0.6639   0.9434 1202.0000 
  0.7862   0.7093 767.0000 
  0.7306   0.2136 412.0000 
  0.7889   0.1244 611.0000 
  0.8675   0.3283 332.0000 
  0.6840   0.0935 674.0000 
  0.8610   0.9119 295.0000 
  0.8671   0.6456 316.0000 
  0.8285   0.2427 379.0000 
  0.7065   0.3043 184.0000 
  0.7621   0.1752 782.0000 
  0.7288   0.2547 424.0000 
  0.8039   0.0883 872.0000 
  0.8010   0.4017 804.0000 
  0.6538   0.0920 728.0000 
  0.8497   0.2092 153.0000 
  0.7511   0.7183 458.0000 
  0.7896   0.2870 575.0000 
  0.7277   0.5329 683.0000 
  0.7887   0.0000 994.0000 
  0.7902   0.2606 1082.0000 
  0.8077   0.1712 520.0000 
  0.6840   0.5537 307.0000 
  0.7660   0.2340 188.0000 
  0.8632   0.6581 234.0000 
  0.6701   0.9670 394.0000 
  0.6667   0.1681 714.0000 
  0.8383   0.0060 167.0000 
  0.7733   0.2267  75.0000 
  0.7300   0.2259 363.0000 
  0.8617   0.2571 564.0000 
  0.7259   0.5736 1182.0000 
  0.7729   0.3237 207.0000 
  0.8996   0.1632 239.0000 
  0.9326   0.1648 267.0000 
  0.8462   0.3147 143.0000 
  0.8639   0.8429 191.0000 
  0.8659   0.9268 164.0000 
  0.7820   0.4035 679.0000 
  0.7619   0.0175 630.0000 
  0.7430   0.3450 1000.0000 
  0.6777   0.2779 788.0000 
  0.7413   0.2151 344.0000 
  0.7331   0.0644 637.0000 
  0.8187   0.0029 1037.0000 
  0.7831   0.2994 885.0000 
  0.7630   0.0450 844.0000 
  0.7759   0.8203 879.0000 
  0.7171   0.5720 820.0000 
  0.8493   0.0274 292.0000 
  0.7529   0.0445 607.0000 
  0.8014   0.0034 589.0000 
  0.7632   0.7798 604.0000 
  0.7907   0.0078 129.0000 
  0.7605   0.6252 643.0000 
  0.6913   0.1582 392.0000 
  0.6611   0.0000 180.0000 
  0.6333   0.2956 619.0000 
  0.5844   0.4541 806.0000 
  0.7095   0.0000 568.0000 
  0.6758   0.9637 799.0000 
  0.6660   0.4494 979.0000 
  0.7177   0.9609 921.0000 
  0.6120   0.6100 1000.0000 
  0.6481   0.2417 1026.0000 
  0.7714   0.0143  70.0000 
  0.6517   0.1272 692.0000 
  0.8548   0.5048 420.0000 
  0.7354   0.2841 359.0000 
  0.7402   0.1813 739.0000 
  0.7134   0.3522 1005.0000 
  0.4283   0.0000 502.0000 
  0.7236   0.0000 123.0000 
  0.7720   0.0000 943.0000 
  0.8257   0.2386 1027.0000 
  0.7841   0.1884 1019.0000 
  0.8137   0.1128 966.0000 
  0.8544   0.0816 625.0000 
  0.8018   0.1344 439.0000 
  0.8192   0.1295 1228.0000 
  0.7517   0.3077 1027.0000 
  0.8116   0.5845 568.0000 
  0.8152   0.9652 1093.0000 
  0.7400   0.6998 573.0000 
  0.7379   0.0677 931.0000 
  0.8213   0.0371 431.0000 
  0.7250   0.0911 1218.0000 
  0.8104   0.0928 517.0000 
  0.5898   0.3180 607.0000 
  0.6226   0.3333 522.0000 
  0.5595   0.3014 899.0000 
  0.6684   0.3956 953.0000 
  0.7356   0.4711 658.0000 
  0.7092   0.7656 337.0000 
  0.7677   0.0404  99.0000 
  0.7193   0.3586 488.0000 
  0.6070   0.6740 1089.0000 
  0.6235   0.6255 996.0000 
  0.7011   0.1108 659.0000 
  0.7211   0.1334 667.0000 
  0.7229   0.2637 967.0000 
  0.5937   0.7208 795.0000 
  0.6922   0.2504 1254.0000 
  0.7840   0.1882 574.0000 
  0.7244   0.4667 900.0000 
  0.7128   0.0366 766.0000 
  0.6882   0.0110 728.0000 
  0.6902   0.1636 978.0000 
  0.6765   0.6291 844.0000 
  0.6662   0.4929 704.0000 
  0.6518   0.3320 494.0000 
  0.7066   0.4222 559.0000 
  0.6131   0.6492 305.0000 
  0.7303   0.1545 330.0000 
  0.6556   0.1738 961.0000 
  0.6130   0.2629 951.0000 
  0.6772   0.0883 793.0000 
  0.7203   0.0805 783.0000 
  0.7077   0.0725 869.0000 
  0.6738   0.0408 515.0000 
  0.7117   0.9369 333.0000 
  0.7052   0.0151 926.0000 
  0.5941   0.0774 478.0000 
  0.6819   0.8125 896.0000 
  0.6535   0.0272 1694.0000 
  0.6017   0.1714 1062.0000 
  0.6475   0.0096 1461.0000 
  0.5700   0.1131 928.0000 
  0.7759   0.5668 928.0000 
  0.7655   0.5619 904.0000 
  0.6901   0.1737 426.0000 
  0.7006   0.1441 354.0000 
  0.7097   0.1030 913.0000 
  0.7474   0.0294 851.0000 
  0.6904   0.0442 927.0000 
  0.7367   0.0000 961.0000 
  0.7446   0.0000 928.0000 
  0.8620   0.2239 326.0000 
  0.6920   0.2068 880.0000 
  0.7252   0.1337 808.0000 
  0.7219   0.0000 525.0000 
  0.6756   0.4668 632.0000 
  0.6762   0.0164 1158.0000 
  0.6798   0.0072 559.0000 
  0.6773   0.0000 533.0000 
  0.6556   0.1568 1295.0000 
  0.6378   0.1185 1317.0000 
  0.6014   0.6679 557.0000 
  0.6265   0.6265 498.0000 
  0.7160   0.0453 486.0000 
  0.6813   0.0081 1114.0000 
  0.6917   0.0031 960.0000 
  0.6410   0.0205 195.0000 
  0.7111   0.1108 668.0000 
  0.6368   0.0656 625.0000 
  0.5672   0.0199 1860.0000 
  0.5578   0.0337 1782.0000 
  0.6493   0.0506 1266.0000 
  0.6505   0.0331 1299.0000 
  0.6390   0.0038 1820.0000 
  0.6452   0.0066 1674.0000 
  0.7527   0.1131 283.0000 
  0.5699   0.0099 1209.0000 
  0.7085   0.0016 614.0000 
  0.7727   0.0000 616.0000 
  0.7470   0.0000 593.0000 
  0.6711   0.1678 298.0000 
  0.7167   0.0000 120.0000 
  0.7296   0.0000 577.0000 
  0.6859   0.0000 831.0000 
  0.6878   0.0000 836.0000 
  0.6873   0.0000 371.0000 
  0.7183   0.2489 916.0000 
  0.7520   0.1916 762.0000 
  0.7035   0.3402 823.0000 
  0.6858   0.3068 678.0000 
  0.7546   0.0041 489.0000 
  0.7807   0.0000 424.0000 
  0.6667   0.0975 831.0000 
  0.6312   0.0416 1540.0000 
  0.6634   0.0332 1444.0000 
  0.6557   0.0316 854.0000 
  0.5870   0.0292 925.0000 
  0.6197   0.0853 1712.0000 
  0.6172   0.0656 1570.0000 
  0.7017   0.0117 1029.0000 
  0.6728   0.0116 1033.0000 
  0.6363   0.0096 1141.0000 
  0.6835   0.0105 1052.0000 
  0.6415   0.0209 622.0000 
  0.6216   0.0064 621.0000 
  0.6702   0.0165 667.0000 
  0.6858   0.0051 592.0000 
  0.6398   0.1558 1688.0000 
  0.7017   0.0331 724.0000 
  0.7276   0.0248 525.0000 
  0.5618   0.3772 753.0000 
  0.6757   0.4131 811.0000 
  0.6259   0.2667 1350.0000 
  0.6353   0.2878 754.0000 
  0.6078   0.3000 770.0000 
  0.7104   0.0042 946.0000 
  0.6723   0.0741 1782.0000 
  0.6422   0.0700 1143.0000 
  0.7021   0.0240 584.0000 
  0.6429   0.0129 2319.0000 
  0.6556   0.1567 900.0000 
  0.7096   0.1541 785.0000 
  0.6429   0.1031 1445.0000 
  0.8290   0.0342 848.0000 
  0.7261   0.1034 1044.0000 
  0.7298   0.6532 1136.0000 
  0.6895   0.6443 686.0000 
  0.7430   0.1671 856.0000 
  0.6495   0.4402 368.0000 
  0.7399   0.0768 742.0000 
  0.6705   0.2665 349.0000 
  0.6642   0.6000 405.0000 
  0.6518   0.5338 1169.0000 
  0.7137   0.0611 786.0000 
  0.7108   0.3795 996.0000 
  0.6324   0.5588 680.0000 
  0.6797   0.5034 743.0000 
  0.6568   0.5542 1052.0000 
  0.6704   0.1074 270.0000 
  0.7202   0.3285 554.0000 
  0.6386   0.3266 689.0000 
  0.6539   0.0000 419.0000 
  0.7246   0.0193 207.0000 
  0.6515   0.4523 241.0000 
  0.7385   0.0053 566.0000 
  0.7005   0.0449 1449.0000 
  0.6121   0.2944 642.0000 
  0.7712   0.5810 389.0000 
  0.6593   0.1954 1315.0000 
  0.6713   0.1534 1141.0000 
  0.7165   0.1807 642.0000 
  0.7797   0.1215 708.0000 
  0.7198   0.0982 621.0000 
  0.7722   0.1114 395.0000 
  0.7144   0.1296 949.0000 
  0.7084   0.0940 926.0000 
  0.7461   0.0396 1087.0000 
  0.5526   0.8289 637.0000 
  0.5373   0.8078 510.0000 
  0.7022   0.2184 1209.0000 
  0.5840   0.5527 1149.0000 
  0.6186   0.6117 1164.0000 
  0.6900   0.0842 713.0000 
  0.7514   0.1285 358.0000 
  0.6876   0.2099 829.0000 
  0.6391   0.5013 399.0000 
  0.6752   0.3777 548.0000 
  0.6789   0.2886 492.0000 
  0.6161   0.0445 831.0000 
  0.5746   0.0502 757.0000 
  0.6103   0.2659 331.0000 
  0.7577   0.0246 487.0000 
  0.6508   0.2317 859.0000 
  0.6308   0.2231 780.0000 
  0.6784   0.0866 1536.0000 
  0.7673   0.0014 709.0000 
  0.6141   0.1607 666.0000 
  0.6686   0.1865 697.0000 
  0.6922   0.1403 1176.0000 
  0.7209   0.0633 774.0000 
  0.6584   0.0690 928.0000 
  0.7478   0.0010 1019.0000 
  0.7085   0.0013 741.0000 
  0.7331   0.0378 873.0000 
  0.6837   0.2959  98.0000 
  0.7302   0.3058 278.0000 
  0.7170   0.0094 106.0000 
  0.7659   0.8098 205.0000 
  0.7388   0.7960 402.0000 
  0.7179   0.3260 273.0000 
  0.6944   0.1435 216.0000 
  0.7260   0.0703 427.0000 
  0.6472   0.3778 360.0000 
  0.7253   0.1821 324.0000 
  0.5916   0.9561 524.0000 
  0.7302   0.2778 126.0000 
  0.6391   0.4098 471.0000 
  0.5476   0.7262  84.0000 
  0.5819   0.5679 287.0000 
  0.5994   0.9860 357.0000 
  0.7428   0.3482 626.0000 
  0.7662   0.1025 693.0000 
  0.7557   0.1275 659.0000 
  0.7282   0.4855 379.0000 
  0.7243   0.5662 544.0000 
  0.7022   0.0121 742.0000 
  0.6870   0.0199 853.0000 
  0.7210   0.0076 656.0000 
  0.6878   0.0672 551.0000 
  0.7481   0.1333 405.0000 
  0.7978   0.0169 826.0000 
  0.7346   0.0197 712.0000 
  0.7583   0.0030 997.0000 
  0.7410   0.0056 892.0000 
  0.7536   0.0197 763.0000 
  0.7550   0.0525 743.0000 
  0.6041   0.0076 394.0000 
  0.6671   0.1849 703.0000 
  0.6889   0.7778 495.0000 
  0.7488   0.0818 844.0000 
  0.7483   0.0150 731.0000 
  0.6594   0.0290 138.0000 
  0.6692   0.0152 396.0000 
  0.6481   0.0123 486.0000 
  0.6195   0.7151 1046.0000 
  0.5952   0.8095 924.0000 
  0.6590   0.1158 786.0000 
  0.7681   0.0064 621.0000 
  0.6987   0.0221 634.0000 
  0.7152   0.0397 453.0000 
  0.6778   0.0689 450.0000 
  0.6124   0.1798 356.0000 
  0.6914   0.1229 781.0000 
  0.7328   0.0345 580.0000 
  0.6743   0.6472 479.0000 
  0.7709   0.0191 838.0000 
  0.5949   0.4076 395.0000 
  0.6718   0.4699 515.0000 
  0.7013   0.5318 472.0000 
  0.7304   0.0152 920.0000 
  0.6483   0.0483 290.0000 
  0.6494   0.1481 1161.0000 
  0.6981   0.0802 212.0000 
  0.6105   0.0329 516.0000 
  0.6527   0.1582 910.0000 
  0.6446   0.0000 166.0000 
  0.7309   0.0050 799.0000 
  0.7468   0.0116 778.0000 
  0.6276   0.0103 580.0000 
  0.6960   0.0444 1013.0000 
  0.7317   0.0000 123.0000 
  0.5671   0.0018 559.0000 
  0.6977   0.2035 688.0000 
  0.7001   0.2643 787.0000 
  0.7080   0.0000 880.0000 
  0.6755   0.0000 604.0000 
  0.6955   0.0000 404.0000 
  0.6684   0.0000 187.0000 
  0.7482   0.0106 282.0000 
  0.7206   0.4467 544.0000 
  0.6677   0.7675 671.0000 
  0.8800   0.1067  75.0000 
  0.6938   0.1627 209.0000 
  0.7234   0.1489 470.0000 
  0.7909   0.0040 746.0000 
  0.7592   0.0110 818.0000 
  0.7451   0.4305 820.0000 
  0.8497   0.0654 306.0000 
  0.7898   0.0029 685.0000 
  0.7198   0.7500 696.0000 
  0.7341   0.7143 455.0000 
  0.7843   0.3464 918.0000 
  0.8304   0.0179 448.0000 
  0.7560   0.2636 918.0000 
  0.8171   0.1771 350.0000 
  0.6935   0.4774 199.0000 
  0.7310   0.0037 539.0000 
  0.7578   0.1590 805.0000 
  0.7571   0.1714 700.0000 
  0.7710   0.1052 751.0000 
  0.7665   0.2994 334.0000 
  0.7506   0.0636 802.0000 
  0.7105   0.5416 373.0000 
  0.7575   0.1051 1208.0000 
  0.8051   0.0354 395.0000 
  0.7731   0.1687 498.0000 
  0.7343   0.0000 463.0000 
  0.7261   0.0000 723.0000 
  0.7319   0.3584 332.0000 
  0.7381   0.4107 168.0000 
  0.7191   0.9911 559.0000 
  0.7900   0.0900 100.0000 
  0.7117   0.1081 222.0000 
  0.7903   0.0081 496.0000 
  0.7817   0.0655 458.0000 
  0.7797   0.2692 286.0000 
  0.7696   0.1532 790.0000 
  0.7739   0.0078 774.0000 
  0.7873   0.0000 221.0000 
  0.7342   0.0270 222.0000 
  0.8226   0.0710 310.0000 
  0.8302   0.0189 159.0000 
  0.7357   0.0382 681.0000 
  0.7806   0.0452 155.0000 
  0.7432   0.0231 997.0000 
  0.8289   0.0477 818.0000 
  0.6205   0.5512 303.0000 
  0.6329   0.4137 365.0000 
  0.6272   0.7076 896.0000 
  0.5710   0.6893 676.0000 
  0.6955   0.0289 381.0000 
  0.6724   0.0552 290.0000 
  0.6768   0.0576 625.0000 
  0.7117   0.0191 784.0000 
  0.6657   0.0497 362.0000 
  0.8116   0.0507 276.0000 
  0.6079   0.6210 533.0000 
  0.6664   0.1284 1160.0000 
  0.6440   0.2402 941.0000 
  0.6435   0.3670 1049.0000 
  0.8522   0.0997 582.0000 
  0.6728   0.0654 382.0000 
  0.7546   0.0073 273.0000 
  0.6534   0.0142 352.0000 
  0.7440   0.0791 910.0000 
  0.7840   0.0188 213.0000 
  0.7610   0.0031 318.0000 
  0.6613   0.0279 682.0000 
  0.7869   0.0098 305.0000 
  0.7601   0.0494 567.0000 
  0.7652   0.0037 541.0000 
  0.6994   0.0047 845.0000 
  0.7050   0.0100 800.0000 
  0.6939   0.0216 833.0000 
  0.7197   0.0510 314.0000 
  0.6981   0.0109 732.0000 
  0.6627   0.0569 756.0000 
  0.7445   0.0020 501.0000 
  0.6803   0.5111 857.0000 
  0.7270   0.0075 795.0000 
  0.7978   0.0012 811.0000 
  0.7679   0.0000 293.0000 
  0.7695   0.0000 308.0000 
  0.8126   0.0044 459.0000 
  0.7482   0.0010 957.0000 
  0.7956   0.2641 587.0000 
  0.6774   0.1379 899.0000 
  0.6249   0.9062 1045.0000 
  0.7158   0.0937 950.0000 
  0.6729   0.1211 801.0000 
  0.7379   0.0736 1263.0000 
  0.5418   0.2329 790.0000 
  0.6725   0.0650 400.0000 
  0.7788   0.0000 104.0000 
  0.6838   0.0165 544.0000 
  0.6351   0.0018 1140.0000 
  0.6169   0.0153 261.0000 
  0.7152   0.0000 660.0000 
  0.6104   0.0700 829.0000 
  0.7216   0.0000 352.0000 
  0.6871   0.0000 521.0000 
  0.6478   0.0000 301.0000 
  0.6575   0.0822 146.0000 
  0.7540   0.0000 126.0000 
  0.6285   0.0000 533.0000 
  0.5925   0.0000 400.0000 
  0.6279   0.0000 258.0000 
  0.6374   0.0110  91.0000 
  0.3989   0.1424 1657.0000 
  0.5646   0.0000 790.0000 
  0.5638   0.0000 298.0000 
  0.5900   0.0000 261.0000 
  0.6916   0.0000 107.0000 
  0.7200   0.0000  75.0000 
  0.7143   0.0000 105.0000 
  0.6935   0.0153 261.0000 
  0.7433   0.0024 413.0000 
  0.8194   0.0278  72.0000 
  0.6027   0.0112 448.0000 
  0.5963   0.0183 109.0000 
  0.7963   0.0000 108.0000 
  0.5828   0.0000 151.0000 
  0.6135   0.0142 564.0000 
  0.5972   0.0117 772.0000 
  0.6773   0.0000 282.0000 
  0.7468   0.0000 553.0000 
  0.7322   0.0000 295.0000 
  0.7143   0.0221 770.0000 
  0.8011   0.0054 186.0000 
  0.7217   0.2200 1150.0000 
  0.6869   0.0207 677.0000 
  0.5631   0.6450 1490.0000 
  0.6598   0.2831 876.0000 
  0.7080   0.0080 250.0000 
  0.6377   0.8507 991.0000 
  0.6746   0.9580 1214.0000 
  0.6535   0.1692 1495.0000 
  0.6727   0.0333 990.0000 
  0.7072   0.0322 1086.0000 
  0.6783   0.0000 429.0000 
  0.7125   0.0069 1308.0000 
  0.7251   0.0741 1106.0000 
  0.7254   0.1127 692.0000 
  0.6715   0.0614 1108.0000 
  0.6616   0.0000 328.0000 
  0.6836   0.3222 1223.0000 
  0.7418   0.0000 581.0000 
  0.7348   0.0018 543.0000 
  0.7284   0.0000 324.0000 
  0.7575   0.0000 301.0000 
  0.7109   0.0000 294.0000 
  0.6682   0.5513 1121.0000 
  0.7565   0.0010 1039.0000 
  0.6857   0.5474 1034.0000 
  0.6730   0.5954 477.0000 
  0.7400   0.0000 450.0000 
  0.6769   0.2925 817.0000 
  0.6504   0.9625 801.0000 
  0.6848   0.0156 257.0000 
  0.7115   0.1311 305.0000 
  0.8413   0.0010 1040.0000 
  0.6775   1.0000 462.0000 
  0.7372   0.9964 548.0000 
  0.8126   0.0305 491.0000 
  0.6717   0.7899 533.0000 
  0.7666   0.3368 861.0000 
  0.7766   0.0680 882.0000 
  0.7006   0.2718 1229.0000 
  0.7206   0.0766 705.0000 
  0.6677   0.1912 638.0000 
  0.7025   0.1570 242.0000 
  0.8000   0.0533 150.0000 
  0.7191   0.3797 719.0000 
  0.8095   0.0417 168.0000 
  0.6739   0.4674 368.0000 
  0.7292   0.2375 240.0000 
  0.6023   0.8818 347.0000 
  0.6533   0.2833 646.0000 
  0.6468   0.0050 201.0000 
  0.8000   0.1879 495.0000 
  0.6670   0.1225 1135.0000 
  0.8409   0.0000 308.0000 
  0.8496   0.0084 359.0000 
  0.7210   0.1830 448.0000 
  0.6728   0.8927 382.0000 
  0.7454   0.0000 931.0000 
  0.8062   0.0000 578.0000 
  0.7448   0.0483 290.0000 
  0.7483   0.0035 286.0000 
  0.7716   0.0302 232.0000 
  0.5731   0.8772 513.0000 
  0.8134   0.0063 477.0000 
  0.6775   0.2872 679.0000 
  0.7852   0.0898 256.0000 
  0.7308   0.0115 520.0000 
  0.6623   0.0033 302.0000 
  0.7123   0.7109 709.0000 
  0.7288   0.0877 365.0000 
  0.7020   0.0000 151.0000 
  0.8220   0.0209 191.0000 
  0.6273   0.0000 110.0000 
  0.6894   0.2262 367.0000 
  0.6494   0.4799 348.0000 
  0.7719   0.2456 228.0000 
  0.6424   0.0000 151.0000 
  0.7586   0.2069  29.0000 
  0.7590   0.1518 975.0000 
  0.7687   0.3474 1163.0000 
  0.8069   0.2325 1243.0000 
  0.7591   0.6613 930.0000 
  0.7989   0.1367 1522.0000 
  0.8107   0.1745 745.0000 
  0.7151   0.9087 1095.0000 
  0.7772   0.2826 552.0000 
  0.7219   0.2106 489.0000 
  0.6443   0.5951 447.0000 
  0.7450   0.3525 451.0000 
  0.7405   0.2111 289.0000 
  0.7542   0.2770 1379.0000 
  0.7407   0.2764 351.0000 
  0.6375   0.3875 240.0000 
  0.6109   0.1641 329.0000 
  0.6827   0.1627 375.0000 
  0.5471   0.3294 170.0000 
  0.7627   0.0000 177.0000 
  0.8302   0.4717 106.0000 
  0.6750   0.0168 597.0000 
  0.7117   0.0107 281.0000 
  0.6096   0.0000 456.0000 
  0.7097   0.0000 155.0000 
  0.7050   0.0627 383.0000 
  0.6078   0.1204 515.0000 
  0.6848   0.0000 441.0000 
  0.6296   0.1940 629.0000 
  0.5517   0.3415 571.0000 
  0.6939   0.0816 196.0000 
  0.5559   0.3257 304.0000 
  0.6357   0.0000 280.0000 
  0.6917   0.0042 240.0000 
  0.7085   0.2958 1180.0000 
  0.7754   0.3353 668.0000 
  0.7436   0.4444 468.0000 
  0.6504   0.1866 552.0000 
  0.7089   0.7709 371.0000 
  0.7822   0.8511 450.0000 
  0.6174   0.1856 528.0000 
  0.7303   0.5726 241.0000 
  0.7024   0.7146 410.0000 
  0.7751   0.5279 538.0000 
  0.5578   0.9811 848.0000 
  0.5290   0.6452 620.0000 
  0.7523   0.1019 981.0000 
  0.6145   0.1650 703.0000 
  0.5980   0.3640 1107.0000 
  0.7074   0.2580 376.0000 
  0.7588   0.0000 228.0000 
  0.7865   0.1433 698.0000 
  0.6621   0.0793 290.0000 
  0.7427   0.1332 443.0000 
  0.8000   0.0000 160.0000 
  0.7019   0.6045 359.0000 
  0.7166   0.3031 607.0000 
  0.6881   0.0000 202.0000 
  0.6965   0.0000 257.0000 
  0.7683   0.0000 164.0000 
  0.6790   0.3056 324.0000 
  0.7629   0.1767 464.0000 
  0.7182   0.0000 330.0000 
  0.7420   0.0261 345.0000 
